emp_no,first_name,last_name,title,from_date,to_date,salary
254460,Duke,Poujol,Staff,1998-06-16,9999-01-01,"$41,391.00"
254464,Kazuhito,Matteis,Senior Staff,2002-01-20,9999-01-01,"$59,575.00"
254464,Kazuhito,Matteis,Staff,1994-01-20,2002-01-20,"$59,575.00"
254467,Shounak,Honiden,Engineer,1995-01-17,9999-01-01,"$45,641.00"
254467,Shounak,Honiden,Assistant Engineer,1987-01-17,1995-01-17,"$45,641.00"
254488,Arvind,Benzaken,Senior Staff,1995-04-11,9999-01-01,"$56,628.00"
254490,Dayanand,Ranta,Senior Engineer,1986-03-14,9999-01-01,"$59,699.00"
254499,Hisao,Buescher,Senior Engineer,1994-10-12,9999-01-01,"$62,725.00"
254499,Hisao,Buescher,Engineer,1987-10-12,1994-10-12,"$62,725.00"
254502,Valeska,Dalphin,Senior Staff,1995-05-05,9999-01-01,"$68,384.00"
254516,Aram,Cannata,Senior Engineer,1995-09-17,9999-01-01,"$40,000.00"
254516,Aram,Cannata,Engineer,1987-09-17,1995-09-17,"$40,000.00"
254529,Doowon,Terwilliger,Senior Staff,1992-06-10,9999-01-01,"$40,000.00"
254552,Geoffry,Doering,Senior Engineer,1990-09-14,9999-01-01,"$65,080.00"
254552,Geoffry,Doering,Engineer,1985-09-14,1990-09-14,"$65,080.00"
254563,Boaz,Dulin,Senior Staff,1994-06-28,9999-01-01,"$56,737.00"
254565,Shakhar,Businaro,Senior Engineer,1995-07-20,9999-01-01,"$40,000.00"
254565,Shakhar,Businaro,Engineer,1987-07-20,1995-07-20,"$40,000.00"
254593,Goa,Morrin,Senior Staff,1992-12-24,9999-01-01,"$55,661.00"
254593,Goa,Morrin,Staff,1985-12-24,1992-12-24,"$55,661.00"
254598,Divier,Joslin,Senior Staff,1993-07-23,9999-01-01,"$60,264.00"
254598,Divier,Joslin,Staff,1985-07-23,1993-07-23,"$60,264.00"
254614,Marjo,Plesums,Senior Staff,1991-09-30,9999-01-01,"$40,000.00"
254614,Marjo,Plesums,Staff,1985-09-30,1991-09-30,"$40,000.00"
254625,Stevo,Shrader,Senior Engineer,1997-07-07,9999-01-01,"$69,721.00"
254625,Stevo,Shrader,Engineer,1992-07-07,1997-07-07,"$69,721.00"
254625,Stevo,Shrader,Assistant Engineer,1987-07-08,1992-07-07,"$69,721.00"
254628,Gor,Chiola,Senior Staff,1993-06-05,9999-01-01,"$41,606.00"
254628,Gor,Chiola,Staff,1985-06-05,1993-06-05,"$41,606.00"
254638,Matt,Peres,Senior Engineer,1998-12-29,9999-01-01,"$82,287.00"
254638,Matt,Peres,Engineer,1989-12-29,1998-12-29,"$82,287.00"
254647,Irene,Muntz,Senior Staff,1999-09-27,9999-01-01,"$56,467.00"
254647,Irene,Muntz,Staff,1994-09-27,1999-09-27,"$56,467.00"
254655,Kazuhiko,Waterhouse,Senior Staff,1987-05-18,9999-01-01,"$40,000.00"
254663,Bernd,Shackell,Senior Engineer,2001-10-28,9999-01-01,"$40,000.00"
254663,Bernd,Shackell,Engineer,1992-10-28,2001-10-28,"$40,000.00"
254679,Zeljko,Suermann,Senior Staff,1993-12-31,9999-01-01,"$55,414.00"
254679,Zeljko,Suermann,Staff,1988-12-31,1993-12-31,"$55,414.00"
254694,Jaques,Chinen,Senior Staff,1998-01-02,9999-01-01,"$59,248.00"
254694,Jaques,Chinen,Staff,1990-01-02,1998-01-02,"$59,248.00"
254698,Piyawadee,Suri,Senior Engineer,1996-06-24,9999-01-01,"$42,764.00"
254698,Piyawadee,Suri,Engineer,1988-06-24,1996-06-24,"$42,764.00"
254699,Zsolt,Zumaque,Senior Engineer,1992-09-06,9999-01-01,"$40,000.00"
254699,Zsolt,Zumaque,Engineer,1985-09-06,1992-09-06,"$40,000.00"
254706,Sedat,Detkin,Senior Staff,1992-08-30,9999-01-01,"$89,007.00"
254713,Hinrich,Sevcikova,Senior Engineer,1987-10-30,9999-01-01,"$40,000.00"
254759,Sreekrishna,Talmor,Senior Engineer,1998-10-12,9999-01-01,"$40,000.00"
254759,Sreekrishna,Talmor,Engineer,1991-10-12,1998-10-12,"$40,000.00"
254767,Khosrow,Merro,Senior Engineer,1993-04-17,9999-01-01,"$40,000.00"
254767,Khosrow,Merro,Engineer,1987-04-18,1993-04-17,"$40,000.00"
254775,Serenella,Heinisuo,Senior Staff,1998-03-30,9999-01-01,"$40,000.00"
254775,Serenella,Heinisuo,Staff,1993-03-30,1998-03-30,"$40,000.00"
254779,Ioana,Wrigley,Senior Staff,1995-09-08,9999-01-01,"$41,164.00"
254779,Ioana,Wrigley,Staff,1989-09-08,1995-09-08,"$41,164.00"
254788,Jouko,Merlo,Senior Staff,1994-04-19,9999-01-01,"$53,230.00"
254788,Jouko,Merlo,Staff,1985-04-19,1994-04-19,"$53,230.00"
254789,Mechthild,Kropp,Staff,1995-08-10,9999-01-01,"$74,056.00"
254798,Takanari,Famili,Senior Staff,1990-04-23,9999-01-01,"$86,448.00"
254800,Shaowei,Danley,Senior Staff,1997-07-09,9999-01-01,"$51,721.00"
254800,Shaowei,Danley,Staff,1991-07-10,1997-07-09,"$51,721.00"
254814,Tsz,Worfolk,Senior Engineer,1986-07-26,9999-01-01,"$52,682.00"
254823,Serif,Streit,Senior Staff,1996-04-05,9999-01-01,"$40,000.00"
254823,Serif,Streit,Staff,1988-04-06,1996-04-05,"$40,000.00"
254838,Nevio,Schaft,Senior Staff,1998-06-29,9999-01-01,"$67,360.00"
254838,Nevio,Schaft,Staff,1989-06-29,1998-06-29,"$67,360.00"
254851,Huiqun,Randi,Senior Engineer,1997-05-24,9999-01-01,"$40,000.00"
254851,Huiqun,Randi,Engineer,1988-05-24,1997-05-24,"$40,000.00"
254861,Alejandro,Yamaashi,Technique Leader,1996-12-20,9999-01-01,"$55,675.00"
254863,Bluma,Calkin,Senior Engineer,1992-08-02,9999-01-01,"$49,842.00"
254863,Bluma,Calkin,Engineer,1986-08-03,1992-08-02,"$49,842.00"
254868,Mohammad,Bakhtari,Senior Engineer,1991-11-19,9999-01-01,"$40,000.00"
254868,Mohammad,Bakhtari,Engineer,1985-11-19,1991-11-19,"$40,000.00"
254871,Sverrir,Thiran,Engineer,1996-09-12,9999-01-01,"$40,000.00"
254871,Sverrir,Thiran,Assistant Engineer,1987-09-13,1996-09-12,"$40,000.00"
254880,Tran,Rassart,Senior Staff,2002-06-21,9999-01-01,"$77,640.00"
254880,Tran,Rassart,Staff,1997-06-21,2002-06-21,"$77,640.00"
254882,Arunas,Bondorf,Senior Staff,1994-10-10,9999-01-01,"$81,936.00"
254882,Arunas,Bondorf,Staff,1987-10-10,1994-10-10,"$81,936.00"
254883,Boalin,Brattka,Senior Staff,1996-03-01,9999-01-01,"$40,000.00"
254883,Boalin,Brattka,Staff,1989-03-01,1996-03-01,"$40,000.00"
254892,Cheong,Milicia,Senior Engineer,1991-11-08,9999-01-01,"$40,000.00"
254892,Cheong,Milicia,Engineer,1986-11-08,1991-11-08,"$40,000.00"
254902,Etsuo,Sifakis,Technique Leader,1988-04-09,9999-01-01,"$49,031.00"
254904,Jayesh,Montresor,Senior Staff,1993-12-19,9999-01-01,"$44,900.00"
254904,Jayesh,Montresor,Staff,1986-12-19,1993-12-19,"$44,900.00"
254906,Jessie,Baalen,Senior Engineer,1988-05-18,9999-01-01,"$41,348.00"
254907,Zhensheng,Boyle,Senior Staff,1996-02-20,9999-01-01,"$76,911.00"
254907,Zhensheng,Boyle,Staff,1991-02-20,1996-02-20,"$76,911.00"
254923,Doowon,Collavizza,Senior Engineer,2001-09-13,9999-01-01,"$40,000.00"
254923,Doowon,Collavizza,Engineer,1992-09-13,2001-09-13,"$40,000.00"
254925,Sukumar,Kobara,Senior Staff,1990-04-11,9999-01-01,"$71,631.00"
254925,Sukumar,Kobara,Staff,1985-04-11,1990-04-11,"$71,631.00"
254932,Masato,Cannard,Senior Staff,2001-06-07,9999-01-01,"$49,274.00"
254932,Masato,Cannard,Staff,1996-06-07,2001-06-07,"$49,274.00"
254950,Sachar,Moffat,Senior Engineer,1993-05-03,9999-01-01,"$46,725.00"
254950,Sachar,Moffat,Engineer,1988-05-03,1993-05-03,"$46,725.00"
254957,Val,Lores,Engineer,1998-02-25,9999-01-01,"$62,767.00"
254959,Sukumar,Kitai,Senior Engineer,1998-03-25,9999-01-01,"$58,140.00"
254959,Sukumar,Kitai,Engineer,1989-03-25,1998-03-25,"$58,140.00"
254963,Neven,Bharadwaj,Senior Engineer,1993-05-09,9999-01-01,"$48,955.00"
254963,Neven,Bharadwaj,Engineer,1987-05-10,1993-05-09,"$48,955.00"
254965,Ramya,England,Senior Engineer,1991-02-07,9999-01-01,"$40,000.00"
254965,Ramya,England,Engineer,1985-02-07,1991-02-07,"$40,000.00"
254985,Maha,Casperson,Senior Engineer,1994-06-24,9999-01-01,"$40,000.00"
254985,Maha,Casperson,Engineer,1985-06-24,1994-06-24,"$40,000.00"
255004,Selwyn,Coorg,Senior Engineer,1998-05-22,9999-01-01,"$48,894.00"
255004,Selwyn,Coorg,Engineer,1989-05-22,1998-05-22,"$48,894.00"
255007,Vesna,Radhakrishnan,Senior Engineer,1994-05-07,9999-01-01,"$40,000.00"
255007,Vesna,Radhakrishnan,Engineer,1989-05-07,1994-05-07,"$40,000.00"
255010,Taiji,Denis,Engineer,1998-01-06,9999-01-01,"$67,867.00"
255011,Howell,Gips,Senior Engineer,1992-08-20,9999-01-01,"$40,000.00"
255012,Eberhardt,Gischer,Senior Staff,1995-01-31,9999-01-01,"$40,000.00"
255012,Eberhardt,Gischer,Staff,1987-01-31,1995-01-31,"$40,000.00"
255018,Chiradeep,Matzke,Senior Engineer,1999-08-28,9999-01-01,"$40,000.00"
255018,Chiradeep,Matzke,Engineer,1993-08-28,1999-08-28,"$40,000.00"
255018,Chiradeep,Matzke,Assistant Engineer,1987-08-29,1993-08-28,"$40,000.00"
255030,Genevieve,Kadhim,Senior Staff,1986-04-23,9999-01-01,"$40,851.00"
255044,Kwee,Conry,Staff,1998-06-27,9999-01-01,"$86,810.00"
255053,Urs,Bolsens,Senior Engineer,1996-11-20,9999-01-01,"$72,928.00"
255053,Urs,Bolsens,Engineer,1988-11-20,1996-11-20,"$72,928.00"
255055,Masato,Oxman,Senior Engineer,1996-08-02,9999-01-01,"$63,631.00"
255055,Masato,Oxman,Engineer,1991-08-03,1996-08-02,"$63,631.00"
255057,Ramya,Angel,Senior Engineer,2001-02-04,9999-01-01,"$40,000.00"
255057,Ramya,Angel,Engineer,1993-02-04,2001-02-04,"$40,000.00"
255059,Tse,Kawashima,Engineer,1994-05-07,9999-01-01,"$40,000.00"
255092,Jenwei,Sinicrope,Senior Staff,1999-02-14,9999-01-01,"$47,626.00"
255115,DAIDA,Gulla,Senior Staff,1994-01-31,9999-01-01,"$40,000.00"
255115,DAIDA,Gulla,Staff,1987-01-31,1994-01-31,"$40,000.00"
255132,Yifei,Turnbull,Senior Staff,1999-11-16,9999-01-01,"$52,383.00"
255143,Jessie,Bierman,Senior Staff,1994-07-23,9999-01-01,"$64,627.00"
255143,Jessie,Bierman,Staff,1985-07-23,1994-07-23,"$64,627.00"
255144,Pranjal,Perelgut,Senior Engineer,1986-07-21,9999-01-01,"$60,582.00"
255151,Rasiah,Reghbati,Senior Staff,2000-08-27,9999-01-01,"$53,248.00"
255151,Rasiah,Reghbati,Staff,1994-08-28,2000-08-27,"$53,248.00"
255154,Susanna,Androutsos,Engineer,1995-02-13,9999-01-01,"$56,696.00"
255156,Constantino,Barvinok,Technique Leader,1986-03-14,9999-01-01,"$40,000.00"
255157,Saeed,Zlotek,Assistant Engineer,1998-10-28,9999-01-01,"$40,000.00"
255168,Ziva,Ananiadou,Senior Staff,1992-10-08,9999-01-01,"$85,000.00"
255168,Ziva,Ananiadou,Staff,1986-10-09,1992-10-08,"$85,000.00"
255171,Chriss,Gist,Senior Staff,1993-08-31,9999-01-01,"$63,091.00"
255171,Chriss,Gist,Staff,1986-08-31,1993-08-31,"$63,091.00"
255177,Valeri,Baca,Senior Engineer,1985-10-13,9999-01-01,"$40,000.00"
255220,Kwangsub,Renear,Senior Staff,1990-03-16,9999-01-01,"$40,000.00"
255220,Kwangsub,Renear,Staff,1985-03-16,1990-03-16,"$40,000.00"
255225,Jiang,Irland,Senior Staff,1994-03-27,9999-01-01,"$73,104.00"
255225,Jiang,Irland,Staff,1985-03-27,1994-03-27,"$73,104.00"
255242,Doowon,Pelz,Senior Engineer,1998-01-03,9999-01-01,"$43,627.00"
255242,Doowon,Pelz,Engineer,1990-01-03,1998-01-03,"$43,627.00"
255247,Taisook,Seghrouchni,Senior Staff,1995-09-16,9999-01-01,"$56,474.00"
255247,Taisook,Seghrouchni,Staff,1990-09-16,1995-09-16,"$56,474.00"
255248,Rosita,Pellegrinelli,Senior Engineer,1997-05-23,9999-01-01,"$62,285.00"
255248,Rosita,Pellegrinelli,Engineer,1990-05-23,1997-05-23,"$62,285.00"
255282,Sumant,Aamodt,Assistant Engineer,1995-05-07,9999-01-01,"$40,000.00"
255291,Vesna,England,Engineer,1996-09-27,9999-01-01,"$48,459.00"
255291,Vesna,England,Assistant Engineer,1987-09-28,1996-09-27,"$48,459.00"
255308,Francesca,Gronowski,Staff,1999-10-03,9999-01-01,"$92,920.00"
255313,Leucio,Suri,Senior Staff,1993-03-29,9999-01-01,"$63,312.00"
255313,Leucio,Suri,Staff,1988-03-29,1993-03-29,"$63,312.00"
255318,Uma,Thimonier,Senior Staff,1991-05-13,9999-01-01,"$80,871.00"
255332,Bezalel,Maksimenko,Senior Staff,2000-02-13,9999-01-01,"$40,000.00"
255332,Bezalel,Maksimenko,Staff,1994-02-13,2000-02-13,"$40,000.00"
255338,Fei,Veeraraghavan,Senior Engineer,1993-07-06,9999-01-01,"$50,435.00"
255338,Fei,Veeraraghavan,Engineer,1986-07-06,1993-07-06,"$50,435.00"
255339,Leni,Hitomi,Senior Engineer,1993-11-19,9999-01-01,"$47,424.00"
255339,Leni,Hitomi,Engineer,1988-11-19,1993-11-19,"$47,424.00"
255357,Siddarth,Clouatre,Staff,1998-12-23,9999-01-01,"$87,822.00"
255361,Aamer,Spell,Assistant Engineer,1995-08-21,9999-01-01,"$40,000.00"
255397,Augustine,Guenter,Engineer,2001-01-23,9999-01-01,"$40,000.00"
255397,Augustine,Guenter,Assistant Engineer,1993-01-23,2001-01-23,"$40,000.00"
255400,Alair,Yetto,Engineer,1997-12-05,9999-01-01,"$59,347.00"
255403,Yuqun,Goldhammer,Staff,1998-10-24,9999-01-01,"$63,736.00"
255407,Brewster,Strehl,Senior Engineer,1997-10-22,9999-01-01,"$63,628.00"
255407,Brewster,Strehl,Engineer,1988-10-22,1997-10-22,"$63,628.00"
255424,Vishwani,Jenevein,Senior Engineer,1986-10-28,9999-01-01,"$40,000.00"
255432,Niranjan,Rajaraman,Senior Engineer,1996-12-15,9999-01-01,"$40,000.00"
255432,Niranjan,Rajaraman,Engineer,1988-12-15,1996-12-15,"$40,000.00"
255456,Aleksandar,Tibblin,Senior Staff,2001-04-30,9999-01-01,"$86,526.00"
255456,Aleksandar,Tibblin,Staff,1994-04-30,2001-04-30,"$86,526.00"
255464,Visit,Kragelund,Senior Engineer,1993-02-12,9999-01-01,"$42,550.00"
255464,Visit,Kragelund,Engineer,1986-02-12,1993-02-12,"$42,550.00"
255467,Hugh,Geffroy,Senior Staff,1995-11-26,9999-01-01,"$69,154.00"
255467,Hugh,Geffroy,Staff,1986-11-26,1995-11-26,"$69,154.00"
255499,Dannz,Engelmann,Senior Staff,2002-06-30,9999-01-01,"$72,737.00"
255499,Dannz,Engelmann,Staff,1997-06-30,2002-06-30,"$72,737.00"
255517,Niranjan,Schade,Senior Staff,1991-01-16,9999-01-01,"$73,791.00"
255517,Niranjan,Schade,Staff,1986-01-16,1991-01-16,"$73,791.00"
255534,Kauko,Ananiadou,Senior Staff,1990-08-08,9999-01-01,"$47,081.00"
255534,Kauko,Ananiadou,Staff,1985-08-08,1990-08-08,"$47,081.00"
255535,Visit,Panwar,Senior Engineer,1993-06-16,9999-01-01,"$40,000.00"
255535,Visit,Panwar,Engineer,1988-06-16,1993-06-16,"$40,000.00"
255546,Froduald,Kroll,Staff,1998-03-28,9999-01-01,"$74,324.00"
255556,Hironoby,Kavanagh,Staff,1996-04-22,9999-01-01,"$40,990.00"
255579,Baoqiu,Birta,Senior Engineer,1996-12-03,9999-01-01,"$44,666.00"
255598,Bernardo,Bugaenko,Engineer,1995-09-19,9999-01-01,"$64,344.00"
255598,Bernardo,Bugaenko,Assistant Engineer,1988-09-18,1995-09-19,"$64,344.00"
255610,Abdulah,Paciorek,Senior Engineer,1996-11-20,9999-01-01,"$68,475.00"
255610,Abdulah,Paciorek,Engineer,1988-11-20,1996-11-20,"$68,475.00"
255611,Hideyuki,Pell,Senior Engineer,2000-03-22,9999-01-01,"$40,000.00"
255611,Hideyuki,Pell,Engineer,1994-03-23,2000-03-22,"$40,000.00"
255612,Kotesh,Bisiani,Senior Staff,1988-01-10,9999-01-01,"$63,944.00"
255620,Mani,Tiemann,Staff,1997-10-15,9999-01-01,"$84,391.00"
255630,Kensei,Takkinen,Senior Staff,1995-02-13,9999-01-01,"$50,650.00"
255636,Itzchak,Docker,Senior Staff,1990-12-24,9999-01-01,"$52,970.00"
255641,Randy,Bahi,Technique Leader,1987-05-20,9999-01-01,"$60,548.00"
255647,Akemi,Smailagic,Technique Leader,1992-07-21,9999-01-01,"$40,000.00"
255668,Lokesh,Pashtan,Senior Staff,1997-01-20,9999-01-01,"$59,879.00"
255668,Lokesh,Pashtan,Staff,1991-01-21,1997-01-20,"$59,879.00"
255673,Yinlin,Crooks,Engineer,1995-04-29,9999-01-01,"$40,000.00"
255673,Yinlin,Crooks,Assistant Engineer,1987-04-29,1995-04-29,"$40,000.00"
255679,Lansing,Garnick,Senior Staff,1995-08-16,9999-01-01,"$43,688.00"
255679,Lansing,Garnick,Staff,1988-08-15,1995-08-16,"$43,688.00"
255686,Clyde,Peral,Senior Engineer,1992-07-18,9999-01-01,"$40,000.00"
255686,Clyde,Peral,Engineer,1987-07-19,1992-07-18,"$40,000.00"
255711,Duangkaew,Erie,Senior Engineer,1999-11-23,9999-01-01,"$40,000.00"
255711,Duangkaew,Erie,Engineer,1994-11-23,1999-11-23,"$40,000.00"
255715,Weicheng,Molberg,Senior Staff,1993-01-25,9999-01-01,"$49,726.00"
255715,Weicheng,Molberg,Staff,1986-01-25,1993-01-25,"$49,726.00"
255717,Hein,Walstra,Senior Staff,1988-12-08,9999-01-01,"$71,882.00"
255741,Jacopo,Terwilliger,Senior Staff,1988-09-01,9999-01-01,"$40,000.00"
255768,Yuuichi,Plavsic,Senior Staff,1992-02-10,9999-01-01,"$70,968.00"
255768,Yuuichi,Plavsic,Staff,1986-02-10,1992-02-10,"$70,968.00"
255773,Ingemar,Emden,Senior Staff,1992-11-30,9999-01-01,"$72,566.00"
255773,Ingemar,Emden,Staff,1985-11-30,1992-11-30,"$72,566.00"
255774,Taiji,Lagarias,Senior Engineer,1988-10-09,9999-01-01,"$71,428.00"
255778,Manton,Rodier,Senior Engineer,1993-09-14,9999-01-01,"$59,695.00"
255778,Manton,Rodier,Engineer,1987-09-15,1993-09-14,"$59,695.00"
255795,Sashi,Godskesen,Assistant Engineer,1997-06-24,9999-01-01,"$40,000.00"
255807,Mingzeng,Kleiser,Senior Staff,1996-06-04,9999-01-01,"$40,000.00"
255807,Mingzeng,Kleiser,Staff,1991-06-05,1996-06-04,"$40,000.00"
255828,Akemi,Kilgore,Senior Engineer,2001-03-20,9999-01-01,"$40,752.00"
255828,Akemi,Kilgore,Engineer,1992-03-20,2001-03-20,"$40,752.00"
255834,Brendon,Biros,Technique Leader,1989-11-05,9999-01-01,"$40,000.00"
255836,Pranjal,Nollmann,Technique Leader,1992-04-21,9999-01-01,"$48,909.00"
255837,Shigeo,Neimat,Engineer,1998-02-11,9999-01-01,"$54,703.00"
255858,Monique,Marzano,Staff,1996-09-05,9999-01-01,"$81,471.00"
255877,Shao,Spinelli,Technique Leader,1996-03-11,9999-01-01,"$66,311.00"
255893,Jordanka,Showalter,Senior Engineer,1995-05-07,9999-01-01,"$40,000.00"
255893,Jordanka,Showalter,Engineer,1988-05-06,1995-05-07,"$40,000.00"
255894,Nimmagadda,Stemann,Senior Staff,1999-05-11,9999-01-01,"$57,220.00"
255894,Nimmagadda,Stemann,Staff,1991-05-11,1999-05-11,"$57,220.00"
255895,Moto,Hennebert,Senior Engineer,1991-06-06,9999-01-01,"$64,698.00"
255895,Moto,Hennebert,Engineer,1986-06-06,1991-06-06,"$64,698.00"
255902,Elvia,Businaro,Senior Engineer,1991-12-16,9999-01-01,"$68,110.00"
255902,Elvia,Businaro,Engineer,1985-12-16,1991-12-16,"$68,110.00"
255908,Ashish,Farris,Senior Engineer,1998-12-24,9999-01-01,"$62,301.00"
255908,Ashish,Farris,Engineer,1992-12-24,1998-12-24,"$62,301.00"
255911,Bingning,Gladwell,Senior Engineer,1986-07-15,9999-01-01,"$40,591.00"
255913,Ibibia,Hofman,Senior Engineer,1996-09-14,9999-01-01,"$60,037.00"
255914,Vivian,Hutton,Senior Staff,1995-02-13,9999-01-01,"$66,251.00"
255914,Vivian,Hutton,Staff,1989-02-13,1995-02-13,"$66,251.00"
255925,Gaetan,Berztiss,Engineer,1999-09-22,9999-01-01,"$52,710.00"
255928,Tiina,Czaja,Senior Engineer,1994-03-07,9999-01-01,"$44,560.00"
255928,Tiina,Czaja,Engineer,1988-03-07,1994-03-07,"$44,560.00"
255933,Cheong,Swen,Senior Staff,1999-06-13,9999-01-01,"$40,000.00"
255933,Cheong,Swen,Staff,1991-06-13,1999-06-13,"$40,000.00"
255934,Mantis,Fabrizio,Senior Staff,1988-12-02,9999-01-01,"$56,682.00"
255943,Gao,Cummings,Senior Engineer,1995-11-28,9999-01-01,"$64,673.00"
255943,Gao,Cummings,Engineer,1986-11-28,1995-11-28,"$64,673.00"
255961,Harngdar,Kopetz,Senior Staff,1990-03-30,9999-01-01,"$76,019.00"
255961,Harngdar,Kopetz,Staff,1985-03-30,1990-03-30,"$76,019.00"
255962,Selwyn,Malabarba,Senior Engineer,2001-02-14,9999-01-01,"$84,218.00"
255962,Selwyn,Malabarba,Engineer,1992-02-15,2001-02-14,"$84,218.00"
255965,Kolar,Cooke,Engineer,1999-12-15,9999-01-01,"$61,396.00"
255966,Shay,McFarlin,Senior Staff,1992-06-08,9999-01-01,"$47,677.00"
255966,Shay,McFarlin,Staff,1986-06-09,1992-06-08,"$47,677.00"
255971,Xianlong,Beilner,Senior Staff,1996-08-12,9999-01-01,"$61,645.00"
255971,Xianlong,Beilner,Staff,1988-08-12,1996-08-12,"$61,645.00"
255984,Stein,Kulisch,Senior Engineer,1991-06-11,9999-01-01,"$40,000.00"
255984,Stein,Kulisch,Engineer,1986-06-11,1991-06-11,"$40,000.00"
255989,Srinidhi,Couchot,Senior Engineer,2001-03-27,9999-01-01,"$47,903.00"
255989,Srinidhi,Couchot,Engineer,1996-03-27,2001-03-27,"$47,903.00"
255989,Srinidhi,Couchot,Assistant Engineer,1991-03-28,1996-03-27,"$47,903.00"
255991,Sashi,Boreale,Engineer,1997-12-18,9999-01-01,"$55,979.00"
255991,Sashi,Boreale,Assistant Engineer,1992-12-18,1997-12-18,"$55,979.00"
255997,Ugo,Cincotta,Engineer,1999-01-02,9999-01-01,"$40,000.00"
256001,Achilleas,Luby,Senior Staff,1994-03-21,9999-01-01,"$55,732.00"
256001,Achilleas,Luby,Staff,1986-03-21,1994-03-21,"$55,732.00"
256013,Visit,Nitto,Senior Staff,1996-10-30,9999-01-01,"$46,459.00"
256013,Visit,Nitto,Staff,1987-10-31,1996-10-30,"$46,459.00"
256028,Barna,Mandell,Senior Engineer,1996-02-27,9999-01-01,"$40,000.00"
256028,Barna,Mandell,Engineer,1988-02-27,1996-02-27,"$40,000.00"
256041,Yishay,Tomescu,Senior Engineer,1991-07-24,9999-01-01,"$50,027.00"
256057,Shem,Khamsi,Senior Staff,1994-05-19,9999-01-01,"$66,862.00"
256057,Shem,Khamsi,Staff,1986-05-19,1994-05-19,"$66,862.00"
256061,Shiv,Karner,Senior Staff,1993-07-08,9999-01-01,"$82,060.00"
256061,Shiv,Karner,Staff,1986-07-08,1993-07-08,"$82,060.00"
256099,Kersti,Alencar,Senior Engineer,1995-12-19,9999-01-01,"$46,302.00"
256099,Kersti,Alencar,Engineer,1987-12-19,1995-12-19,"$46,302.00"
256113,Snehasis,Vecchio,Senior Engineer,1996-07-19,9999-01-01,"$60,294.00"
256113,Snehasis,Vecchio,Engineer,1989-07-19,1996-07-19,"$60,294.00"
256116,Erzsebet,Walstra,Senior Engineer,1996-12-25,9999-01-01,"$56,581.00"
256116,Erzsebet,Walstra,Engineer,1987-12-26,1996-12-25,"$56,581.00"
256121,Katsuyuki,Pollacia,Senior Staff,1991-06-25,9999-01-01,"$55,385.00"
256121,Katsuyuki,Pollacia,Staff,1985-06-25,1991-06-25,"$55,385.00"
256137,Beshir,Kamble,Staff,1999-04-11,9999-01-01,"$78,973.00"
256149,Tonia,Hiltgen,Senior Staff,1994-01-09,9999-01-01,"$40,000.00"
256149,Tonia,Hiltgen,Staff,1987-01-09,1994-01-09,"$40,000.00"
256163,Lakshmi,Mamelak,Senior Staff,1994-04-24,9999-01-01,"$40,000.00"
256163,Lakshmi,Mamelak,Staff,1985-04-24,1994-04-24,"$40,000.00"
256167,Mahendra,Kenevan,Senior Engineer,1993-12-14,9999-01-01,"$48,208.00"
256167,Mahendra,Kenevan,Engineer,1985-12-14,1993-12-14,"$48,208.00"
256169,Fox,Prochazka,Staff,1997-09-16,9999-01-01,"$41,857.00"
256172,Arvin,Arlazarov,Senior Engineer,1988-09-05,9999-01-01,"$54,179.00"
256175,Hidefumi,Tokunaga,Senior Engineer,1995-12-13,9999-01-01,"$40,000.00"
256175,Hidefumi,Tokunaga,Engineer,1986-12-13,1995-12-13,"$40,000.00"
256179,Barun,Ginneken,Engineer,1996-10-09,9999-01-01,"$56,108.00"
256189,Kellyn,Reghbati,Senior Staff,1995-07-30,9999-01-01,"$56,755.00"
256189,Kellyn,Reghbati,Staff,1987-07-30,1995-07-30,"$56,755.00"
256213,Shichao,Pileggi,Assistant Engineer,1998-06-13,9999-01-01,"$40,000.00"
256235,Oguz,Halevi,Senior Staff,1992-01-28,9999-01-01,"$72,421.00"
256235,Oguz,Halevi,Staff,1986-01-28,1992-01-28,"$72,421.00"
256241,Brigham,Uludag,Senior Staff,1995-07-06,9999-01-01,"$65,494.00"
256241,Brigham,Uludag,Staff,1989-07-06,1995-07-06,"$65,494.00"
256253,Constantino,Bojadziev,Engineer,1997-10-14,9999-01-01,"$44,158.00"
256256,Sachem,Siprelle,Senior Engineer,1987-05-22,9999-01-01,"$40,000.00"
256277,Khaled,Genther,Staff,1995-08-31,9999-01-01,"$42,643.00"
256299,Chikako,Middleton,Senior Staff,1993-05-16,9999-01-01,"$58,177.00"
256299,Chikako,Middleton,Staff,1986-05-16,1993-05-16,"$58,177.00"
256300,Toshiko,Garnier,Senior Engineer,1988-02-19,9999-01-01,"$62,401.00"
256302,Hercules,Zallocco,Engineer,1998-01-01,9999-01-01,"$68,321.00"
256320,Visit,Erva,Senior Engineer,1999-04-23,9999-01-01,"$40,000.00"
256335,Flemming,Baba,Senior Engineer,1994-02-12,9999-01-01,"$40,000.00"
256335,Flemming,Baba,Engineer,1986-02-12,1994-02-12,"$40,000.00"
256341,Parke,Candan,Senior Staff,1987-12-25,9999-01-01,"$63,793.00"
256342,Barton,Picaronny,Senior Staff,1991-05-23,9999-01-01,"$62,998.00"
256342,Barton,Picaronny,Staff,1985-05-23,1991-05-23,"$62,998.00"
